name,surname,championship_name,category,team_name,end_year,expected_standing,team_loyalty,country,dob,elo,race_skill,qualifying_skill,aggression,defending,stamina,consistency,start_reactions,wet_skill,tyre_management,fuel_management,blue_flag_conceding,weather_tyre_changes,avoidance_of_mistakes,avoidance_of_forced_mistakes,setup_downforce
Emil,Caumes,GT Revival Series,GT1_05,Caumes Armatures Bourgoin,2026,23,0.76,FRA,1990/01/01,1682,0.65,0.65,0.60,0.62,0.64,0.63,0.62,0.63,0.63,0.62,0.70,0.61,0.63,0.62,0.56
Jacques,Caumes,GT Revival Series,GT1_05,Caumes Armatures Bourgoin,2026,24,0.76,FRA,1965/01/01,1680,0.65,0.65,0.60,0.62,0.64,0.63,0.62,0.63,0.63,0.62,0.70,0.61,0.63,0.62,0.51
Jean,Legras,GT Revival Series,GT1_05,Spark Motorsport,2026,25,0.70,FRA,1970/01/01,1678,0.65,0.65,0.60,0.62,0.64,0.63,0.62,0.63,0.63,0.62,0.70,0.61,0.63,0.62,0.45
Jose,Garcia,GT Revival Series,GT1_05,Lionspeed GP,2026,26,0.70,ESP,1970/01/01,1676,0.65,0.65,0.61,0.62,0.64,0.63,0.62,0.63,0.63,0.62,0.70,0.61,0.63,0.62,0.52
Timmo,Mol,GT Revival Series,GT1_05,Lionspeed GP,2026,27,0.70,NLD,1980/01/01,1674,0.65,0.65,0.61,0.62,0.64,0.63,0.62,0.63,0.63,0.62,0.70,0.61,0.63,0.62,0.46
Christian,Kuhn,GT Revival Series,GT1_05,Speed Motorsports Management,2026,28,0.70,DEU,1970/01/01,1672,0.65,0.65,0.60,0.62,0.64,0.63,0.62,0.63,0.63,0.62,0.70,0.61,0.63,0.62,0.56
Olivier,Lopez,GT Revival Series,GT1_05,Espace Racing,2026,29,0.70,FRA,1970/1/1,1670,0.65,0.65,0.60,0.62,0.64,0.63,0.62,0.63,0.63,0.62,0.70,0.61,0.63,0.62,0.42
Christian,Philippon,GT Revival Series,GT1_05,Espace Racing,2026,30,0.70,FRA,1968/01/01,1668,0.64,0.64,0.60,0.61,0.63,0.62,0.61,0.62,0.62,0.61,0.70,0.60,0.62,0.61,0.45
Nicolas,Coquin,GT Revival Series,GT1_05,Spark Motorsport,2026,31,0.70,FRA,1975/01/01,1666,0.64,0.64,0.60,0.61,0.63,0.62,0.61,0.62,0.62,0.61,0.70,0.60,0.62,0.61,0.42
Hugues,Ripert,GT Revival Series,GT1_05,Spark Motorsport,2026,32,0.70,FRA,1970/01/01,1664,0.64,0.64,0.60,0.61,0.63,0.62,0.61,0.62,0.62,0.61,0.70,0.60,0.62,0.61,0.41
Scott,Jeffs,Mini Challenge,MiniChallenge,Privateer,2016,1,0.82,GBR,1985/01/01,1668,0.64,0.66,0.60,0.61,0.63,0.64,0.61,0.64,0.64,0.63,0.70,0.62,0.64,0.63,0.30
Scot,Adam,Mini Challenge,MiniChallenge,Privateer,2016,2,0.82,GBR,1980/01/01,1662,0.64,0.66,0.60,0.61,0.63,0.64,0.61,0.62,0.64,0.63,0.70,0.60,0.64,0.63,0.26
Tim,Porter,Mini Challenge,MiniChallenge,Privateer,2016,3,0.82,GBR,1980/1/1,1660,0.64,0.66,0.60,0.61,0.63,0.64,0.61,0.62,0.64,0.63,0.70,0.60,0.64,0.63,0.39
Steve,Ruxton-Cocker,Mini Challenge,MiniChallenge,Privateer,2016,4,0.82,GBR,1975/01/01,1656,0.64,0.66,0.60,0.61,0.63,0.64,0.61,0.62,0.64,0.63,0.70,0.60,0.64,0.63,0.38
Carlito,Miracco,Mini Challenge,MiniChallenge,Privateer,2016,5,0.82,GBR,1980/01/01,1652,0.63,0.63,0.60,0.60,0.62,0.63,0.60,0.61,0.63,0.62,0.70,0.60,0.63,0.62,0.27
Rob,Austin,Mini Challenge,MiniChallenge,Privateer,2016,6,0.82,GBR,1981/02/01,1670,0.65,0.67,0.61,0.62,0.64,0.65,0.62,0.65,0.65,0.64,0.70,0.63,0.65,0.64,0.28
Toby,Hotston,Mini Challenge,MiniChallenge,Privateer,2016,7,0.82,GBR,1985/01/01,1648,0.63,0.63,0.60,0.60,0.62,0.63,0.60,0.61,0.61,0.60,0.70,0.60,0.63,0.62,0.40
Neil,Newstead,Mini Challenge,MiniChallenge,Privateer,2016,8,0.82,GBR,1975/01/01,1646,0.63,0.63,0.60,0.60,0.62,0.63,0.60,0.61,0.61,0.60,0.70,0.60,0.63,0.62,0.28
Max,Bladon,Mini Challenge,MiniChallenge,Excelr8 Motorsport,2016,9,0.82,GBR,1997/01/01,1665,0.64,0.66,0.60,0.61,0.63,0.64,0.61,0.62,0.64,0.63,0.70,0.60,0.64,0.63,0.35
Josh,Gollin,Mini Challenge,MiniChallenge,Coastal Racing,2016,10,0.82,GBR,1996/01/01,1658,0.64,0.64,0.60,0.61,0.63,0.62,0.61,0.62,0.62,0.61,0.70,0.60,0.62,0.61,0.35
Sam,Weller,Mini Challenge,MiniChallenge,Privateer,2016,11,0.76,GBR,1998/01/01,1656,0.64,0.64,0.60,0.61,0.63,0.62,0.61,0.62,0.62,0.61,0.70,0.60,0.62,0.61,0.41
Brad,Hutchison,Mini Challenge,MiniChallenge,Privateer,2016,12,0.76,GBR,1990/01/01,1654,0.64,0.64,0.60,0.61,0.63,0.62,0.61,0.62,0.62,0.61,0.70,0.60,0.62,0.61,0.34
Will,Neal,Mini Challenge,MiniChallenge,Team Dynamics,2016,13,0.76,GBR,1996/01/01,1652,0.63,0.63,0.60,0.60,0.62,0.61,0.60,0.61,0.61,0.60,0.70,0.60,0.61,0.60,0.29
Michael,Bamber,Mini Challenge,MiniChallenge,Privateer,2016,14,0.76,GBR,1985/01/01,1650,0.63,0.63,0.60,0.60,0.62,0.61,0.60,0.61,0.61,0.60,0.70,0.60,0.61,0.60,0.31
Owen,Walton,Mini Challenge,MiniChallenge,Privateer,2016,15,0.76,GBR,1998/01/01,1648,0.63,0.63,0.60,0.60,0.62,0.61,0.60,0.61,0.61,0.60,0.70,0.60,0.61,0.60,0.30
James,Goodall,Mini Challenge,MiniChallenge,Privateer,2016,16,0.76,GBR,1990/01/01,1646,0.63,0.63,0.60,0.60,0.62,0.61,0.60,0.61,0.61,0.60,0.70,0.60,0.61,0.60,0.36
Keith,Issatt,Mini Challenge,MiniChallenge,Lawrence Davey Racing,2016,17,0.76,GBR,1970/01/01,1644,0.63,0.65,0.60,0.60,0.62,0.63,0.60,0.63,0.63,0.62,0.70,0.61,0.63,0.62,0.39
Jono,Davis,Mini Challenge,MiniChallenge,Privateer,2016,18,0.76,GBR,1975/01/01,1642,0.63,0.65,0.60,0.60,0.62,0.61,0.60,0.61,0.61,0.60,0.70,0.60,0.61,0.60,0.30
Richard,Mills,Mini Challenge,MiniChallenge,RTS Motorsport,2016,19,0.70,GBR,1975/01/01,1640,0.63,0.63,0.60,0.60,0.62,0.61,0.60,0.63,0.61,0.60,0.70,0.61,0.61,0.60,0.40
Chloe,Hewitt,Mini Challenge,MiniChallenge,Privateer,2016,20,0.70,GBR,1998/01/01,1638,0.62,0.62,0.60,0.60,0.61,0.60,0.60,0.60,0.60,0.60,0.70,0.60,0.60,0.60,0.35
Simon,Clark,Mini Challenge,MiniChallenge,Sussex Road & Race,2016,21,0.70,GBR,1975/01/01,1636,0.62,0.62,0.60,0.60,0.61,0.60,0.60,0.60,0.60,0.60,0.70,0.60,0.60,0.60,0.35
Stuart,Lane,Mini Challenge,MiniChallenge,Oakfield Motorsport,2016,22,0.70,GBR,1970/01/01,1634,0.62,0.62,0.60,0.60,0.61,0.60,0.60,0.60,0.60,0.60,0.70,0.60,0.60,0.60,0.37
Aaron,Reeve,Mini Challenge,MiniChallenge,AReeve Motorsport,2016,23,0.70,GBR,1985/01/01,1632,0.62,0.62,0.60,0.60,0.61,0.60,0.60,0.60,0.60,0.60,0.70,0.60,0.60,0.60,0.31
Taelor,Shand,Mini Challenge,MiniChallenge,Privateer,2016,24,0.70,GBR,1995/01/01,1630,0.62,0.62,0.60,0.60,0.61,0.60,0.60,0.60,0.60,0.60,0.70,0.60,0.60,0.60,0.26
Adam,Putera,Lamborghini Super Trofeo Europe,Super Trofeo,VSR,2025,1,0.82,MYS,1999/01/01,1770,0.71,0.73,0.67,0.68,0.70,0.71,0.68,0.71,0.71,0.70,0.70,0.69,0.71,0.70,0.44
Enzo,Geraci,Lamborghini Super Trofeo Europe,Super Trofeo,Oregon Team,2025,2,0.82,ITA,2005/01/01,1765,0.71,0.73,0.65,0.68,0.70,0.71,0.68,0.69,0.71,0.70,0.70,0.67,0.71,0.70,0.54
Josef,Knopp,Lamborghini Super Trofeo Europe,Super Trofeo,Oregon Team,2025,3,0.82,CZE,2004/01/01,1760,0.70,0.72,0.64,0.67,0.69,0.70,0.67,0.68,0.70,0.69,0.70,0.66,0.70,0.69,0.45
Patrik,Fraboni,Lamborghini Super Trofeo Europe,Super Trofeo,Target Racing,2025,4,0.82,ITA,2000/01/01,1755,0.70,0.72,0.64,0.67,0.69,0.70,0.67,0.68,0.70,0.69,0.70,0.66,0.70,0.69,0.47
Giacomo,Pedrini,Lamborghini Super Trofeo Europe,Super Trofeo,Target Racing,2025,5,0.82,ITA,2004/01/01,1750,0.70,0.70,0.64,0.67,0.69,0.70,0.67,0.68,0.70,0.69,0.70,0.66,0.70,0.69,0.46
Paul,Levet,Lamborghini Super Trofeo Europe,Super Trofeo,VSR,2025,6,0.82,FRA,2004/01/01,1745,0.69,0.69,0.63,0.66,0.68,0.69,0.66,0.69,0.69,0.68,0.70,0.67,0.69,0.68,0.53
Guido,Luchetti,Lamborghini Super Trofeo Europe,Super Trofeo,Target Racing,2025,7,0.82,ITA,2003/01/01,1740,0.69,0.71,0.63,0.66,0.68,0.69,0.66,0.67,0.67,0.66,0.70,0.65,0.69,0.68,0.43
Anthony,Pretorius,Lamborghini Super Trofeo Europe,Super Trofeo,Leipert Motorsport,2025,8,0.82,ZAF,2000/01/01,1735,0.69,0.69,0.65,0.66,0.68,0.69,0.66,0.67,0.67,0.66,0.70,0.65,0.69,0.68,0.48
Silas Loven,Rytter,Lamborghini Super Trofeo Europe,Super Trofeo,Leipert Motorsport,2025,9,0.82,DNK,2005/01/01,1730,0.68,0.68,0.62,0.65,0.67,0.66,0.65,0.66,0.66,0.65,0.70,0.64,0.66,0.65,0.46
Benedetto,Strignano,Lamborghini Super Trofeo Europe,Super Trofeo,Rexal Villorba Corse,2025,10,0.82,ITA,2002/01/01,1725,0.68,0.68,0.62,0.65,0.67,0.66,0.65,0.66,0.66,0.65,0.70,0.64,0.66,0.65,0.51
Jerzy,Spinkiewicz,Lamborghini Super Trofeo Europe,Super Trofeo,UNIQ Racing,2025,11,0.82,POL,2001/01/01,1720,0.68,0.68,0.62,0.65,0.67,0.66,0.65,0.66,0.66,0.65,0.70,0.64,0.66,0.65,0.46
Stephan,Guerin,Lamborghini Super Trofeo Europe,Super Trofeo,CMR,2025,12,0.82,FRA,1975/01/01,1715,0.67,0.67,0.61,0.64,0.66,0.67,0.64,0.67,0.67,0.66,0.70,0.65,0.67,0.66,0.49
Georgi,Dimitrov,Lamborghini Super Trofeo Europe,Super Trofeo,CMR,2025,13,0.76,BGR,1989/01/01,1710,0.67,0.67,0.61,0.64,0.66,0.67,0.64,0.65,0.65,0.64,0.70,0.63,0.67,0.66,0.46
Milos,Pavlovic,Lamborghini Super Trofeo Europe,Super Trofeo,Auto Sport Racing Service,2025,14,0.76,SRB,1982/10/08,1720,0.68,0.70,0.62,0.65,0.67,0.66,0.65,0.68,0.68,0.67,0.70,0.66,0.66,0.65,0.57
Alessio,Ruffini,Lamborghini Super Trofeo Europe,Super Trofeo,Auto Sport Racing Service,2025,15,0.76,ITA,1998/01/01,1708,0.67,0.67,0.61,0.64,0.66,0.65,0.64,0.65,0.65,0.64,0.70,0.63,0.65,0.64,0.47
Dimitri,Enjalbert,Lamborghini Super Trofeo Europe,Super Trofeo,BDR Competition by Grupo Prom,2025,16,0.76,FRA,1985/01/01,1710,0.67,0.67,0.61,0.64,0.66,0.65,0.64,0.65,0.65,0.64,0.70,0.63,0.65,0.64,0.47
Anthony,Nahra,Lamborghini Super Trofeo Europe,Super Trofeo,BDR Competition by Grupo Prom,2025,17,0.76,LBN,1985/01/01,1698,0.66,0.66,0.60,0.63,0.65,0.64,0.63,0.64,0.64,0.63,0.70,0.62,0.64,0.63,0.50
Hugo,Bac,Lamborghini Super Trofeo Europe,Super Trofeo,Boutsen VDS,2025,18,0.76,FRA,1998/01/01,1705,0.67,0.67,0.61,0.64,0.66,0.65,0.64,0.65,0.65,0.64,0.70,0.63,0.65,0.64,0.49
Renaud,Kuppens,Lamborghini Super Trofeo Europe,Super Trofeo,Boutsen VDS,2025,19,0.76,BEL,1967/01/01,1695,0.66,0.66,0.60,0.63,0.65,0.64,0.63,0.64,0.64,0.63,0.70,0.62,0.64,0.63,0.47
Shota,Abkhazava,Lamborghini Super Trofeo Europe,Super Trofeo,ART-Line,2025,20,0.76,GEO,1971/01/01,1700,0.67,0.67,0.62,0.64,0.66,0.65,0.64,0.65,0.65,0.64,0.70,0.62,0.65,0.64,0.44
Egor,Orudzhev,Lamborghini Super Trofeo Europe,Super Trofeo,ART-Line,2025,21,0.70,RUS,1995/10/16,1702,0.67,0.67,0.63,0.64,0.66,0.65,0.64,0.65,0.65,0.64,0.70,0.63,0.65,0.64,0.45
Bronislav,Formanek,Lamborghini Super Trofeo Europe,Super Trofeo,Micanek Motorsport powered by Buggyra,2025,22,0.70,CZE,1975/01/01,1692,0.66,0.66,0.60,0.63,0.65,0.64,0.63,0.64,0.64,0.63,0.70,0.62,0.64,0.63,0.45
Stefan,Rosina,Lamborghini Super Trofeo Europe,Super Trofeo,Micanek Motorsport powered by Buggyra,2025,23,0.70,SVK,1987/07/15,1718,0.68,0.68,0.64,0.65,0.67,0.66,0.65,0.68,0.66,0.65,0.70,0.66,0.66,0.65,0.40
Andrzej,Lewandowski,Lamborghini Super Trofeo Europe,Super Trofeo,Auto Sport Racing Service,2025,24,0.70,POL,1977/01/01,1690,0.66,0.66,0.60,0.63,0.65,0.64,0.63,0.64,0.64,0.63,0.70,0.62,0.64,0.63,0.55
Maxim,Dirickx,Radical Cup Europe,P4,Aust Motorsport,2026,1,0.82,BEL,2001/01/01,1740,0.69,0.71,0.65,0.66,0.68,0.69,0.66,0.67,0.69,0.68,0.70,0.65,0.69,0.68,0.64
Theo,Micouris,Radical Cup Europe,P4,Team Virage,2026,2,0.82,GBR,2006/1/1,1735,0.69,0.71,0.65,0.66,0.68,0.69,0.66,0.69,0.69,0.68,0.70,0.67,0.69,0.68,0.52
Emil,Hellberg,Radical Cup Europe,P4,Allay Racing,2026,3,0.82,SWE,2004/01/01,1730,0.68,0.70,0.62,0.65,0.67,0.68,0.65,0.66,0.68,0.67,0.70,0.64,0.68,0.67,0.62
Mattis,Pluschkell,Radical Cup Europe,P4,BWT Mucke Motorsport,2026,4,0.82,DEU,2005/1/1,1725,0.68,0.70,0.62,0.65,0.67,0.68,0.65,0.66,0.68,0.67,0.70,0.64,0.68,0.67,0.65
Tobias Bille,Clausen,Radical Cup Europe,P4,BWT Mucke Motorsport,2026,5,0.82,DNK,2002/01/01,1720,0.68,0.68,0.62,0.65,0.67,0.68,0.65,0.66,0.68,0.67,0.70,0.64,0.68,0.67,0.55
Jacob,Erlbacher,Radical Cup Europe,P4,German Motor Sports Team,2026,6,0.82,DEU,2004/01/01,1715,0.67,0.67,0.61,0.64,0.66,0.67,0.64,0.65,0.67,0.66,0.70,0.63,0.67,0.66,0.55
Valentino,Catalano,Radical Cup Europe,P4,German Motor Sports Team,2026,7,0.82,DEU,2006/01/01,1710,0.67,0.67,0.61,0.64,0.66,0.67,0.64,0.65,0.65,0.64,0.70,0.63,0.67,0.66,0.58
Linus,Hellberg,Radical Cup Europe,P4,Allay Racing,2026,8,0.82,SWE,2004/01/01,1705,0.67,0.67,0.61,0.64,0.66,0.67,0.64,0.65,0.65,0.64,0.70,0.63,0.67,0.66,0.64
Mads Kjelde,Larsen,Radical Cup Europe,P4,BWT Mucke Motorsport,2026,9,0.82,DNK,1996/01/01,1700,0.67,0.67,0.60,0.64,0.66,0.65,0.64,0.65,0.65,0.64,0.70,0.62,0.65,0.64,0.51
Markus,Pommer,Radical Cup Europe,P4,BWT Mucke Motorsport,2026,10,0.82,DEU,1991/01/27,1725,0.68,0.70,0.62,0.65,0.67,0.66,0.65,0.68,0.66,0.65,0.70,0.66,0.66,0.65,0.51
Dominique,Bastien,Radical Cup Europe,P4,Team Virage,2026,11,0.82,FRA,1985/01/01,1695,0.66,0.66,0.60,0.63,0.65,0.64,0.63,0.64,0.64,0.63,0.70,0.62,0.64,0.63,0.56
Sandro,Prissoutti,Radical Cup Europe,P4,Switch Racing,2026,12,0.82,FRA,1988/01/01,1690,0.66,0.66,0.60,0.63,0.65,0.64,0.63,0.64,0.64,0.63,0.70,0.62,0.64,0.63,0.49
Louis,Rossi,Radical Cup Europe,P4,Switch Racing,2026,13,0.76,FRA,1989/06/23,1718,0.68,0.70,0.64,0.65,0.67,0.66,0.65,0.68,0.68,0.67,0.70,0.66,0.66,0.65,0.63
Alister,Yoong,Radical Cup Europe,P4,Switch Racing,2026,14,0.76,MYS,2003/01/10,1708,0.67,0.67,0.63,0.64,0.66,0.65,0.64,0.65,0.65,0.64,0.70,0.63,0.65,0.64,0.53
Marlon,Hernandez,Radical Cup Europe,P4,Switch Racing,2026,15,0.76,FRA,1990/01/01,1688,0.66,0.66,0.60,0.63,0.65,0.64,0.63,0.64,0.64,0.63,0.70,0.62,0.64,0.63,0.60
Nano,Lopez,Radical Cup Europe,P4,Switch Racing,2026,16,0.76,ESP,1992/01/01,1686,0.66,0.66,0.60,0.63,0.65,0.64,0.63,0.64,0.64,0.63,0.70,0.62,0.64,0.63,0.61
Romano,Ricci,Radical Cup Europe,P4,Switch Racing,2026,17,0.76,FRA,1995/01/01,1684,0.65,0.65,0.60,0.62,0.64,0.63,0.62,0.63,0.63,0.62,0.70,0.61,0.63,0.62,0.61
Ian,Aguilera,Radical Cup Europe,P4,ANS Motorsport,2026,18,0.76,ESP,1998/01/01,1682,0.65,0.65,0.61,0.62,0.64,0.63,0.62,0.63,0.63,0.62,0.70,0.61,0.63,0.62,0.67
Adrien,Chila,Radical Cup Europe,P4,ANS Motorsport,2026,19,0.76,FRA,1998/01/01,1680,0.65,0.65,0.60,0.62,0.64,0.63,0.62,0.63,0.63,0.62,0.70,0.61,0.63,0.62,0.66
Pacome,Weisenburger,Radical Cup Europe,P4,ANS Motorsport,2026,20,0.76,FRA,2000/01/01,1678,0.65,0.65,0.60,0.62,0.64,0.63,0.62,0.63,0.63,0.62,0.70,0.61,0.63,0.62,0.60
Mikkel,Kristensen,Radical Cup Europe,P4,ANS Motorsport,2026,21,0.76,DNK,1990/01/01,1676,0.65,0.65,0.60,0.62,0.64,0.63,0.62,0.63,0.63,0.62,0.70,0.61,0.63,0.62,0.55
Nicolas,Maulini,Radical Cup Europe,P4,ANS Motorsport,2026,22,0.76,CHE,1981/01/01,1674,0.65,0.65,0.60,0.62,0.64,0.63,0.62,0.65,0.63,0.62,0.70,0.63,0.63,0.62,0.64
Pedro Juan,Moreno,Radical Cup Europe,P4,ANS Motorsport,2026,23,0.70,ESP,1985/01/01,1672,0.65,0.65,0.60,0.62,0.64,0.63,0.62,0.63,0.63,0.62,0.70,0.61,0.63,0.62,0.66
Jacques,Wolff,Radical Cup Europe,P4,ANS Motorsport,2026,24,0.70,FRA,1975/01/01,1670,0.65,0.65,0.60,0.62,0.64,0.63,0.62,0.63,0.63,0.62,0.70,0.61,0.63,0.62,0.59
Adrien,Yvon,Radical Cup Europe,P4,ANS Motorsport,2026,25,0.70,FRA,1988/01/01,1668,0.64,0.64,0.60,0.61,0.63,0.62,0.61,0.62,0.62,0.61,0.70,0.60,0.62,0.61,0.51
Alexandre,Yvon,Radical Cup Europe,P4,ANS Motorsport,2026,26,0.70,FRA,1988/01/01,1666,0.64,0.64,0.60,0.61,0.63,0.62,0.61,0.62,0.62,0.61,0.70,0.60,0.62,0.61,0.61
Spike,Kohlbecker,Radical Cup North America,P4,TechSport Racing,2026,1,0.82,USA,2002/7/23,1730,0.68,0.70,0.64,0.65,0.67,0.68,0.65,0.68,0.68,0.67,0.70,0.66,0.68,0.67,0.59
Jeremy,Fletcher,Radical Cup North America,P4,Copeland Motorsports,2026,2,0.82,USA,1990/01/01,1715,0.67,0.69,0.63,0.64,0.66,0.67,0.64,0.67,0.67,0.66,0.70,0.65,0.67,0.66,0.57
Ethan,Goulart,Radical Cup North America,P4,BSI Racing,2026,3,0.82,USA,2005/01/01,1705,0.67,0.69,0.61,0.64,0.66,0.67,0.64,0.65,0.67,0.66,0.70,0.63,0.67,0.66,0.57
Massimo,Sunseri,Radical Cup North America,P4,BSI Racing,2026,4,0.82,USA,2005/1/1,1700,0.67,0.69,0.60,0.64,0.66,0.67,0.64,0.65,0.67,0.66,0.70,0.62,0.67,0.66,0.66
Alcyr,Araujo,Radical Cup North America,P4,BSI Racing,2026,5,0.82,BRA,1980/01/01,1695,0.66,0.66,0.60,0.63,0.65,0.66,0.63,0.64,0.66,0.65,0.70,0.62,0.66,0.65,0.57
Ethan,Ayars,Radical Cup North America,P4,BSI Racing,2026,6,0.82,USA,2005/01/01,1690,0.66,0.66,0.60,0.63,0.65,0.66,0.63,0.64,0.66,0.65,0.70,0.62,0.66,0.65,0.53
Ryan,Power,Radical Cup North America,P4,BSI Racing,2026,7,0.82,USA,2004/01/01,1688,0.66,0.66,0.60,0.63,0.65,0.66,0.63,0.64,0.64,0.63,0.70,0.62,0.66,0.65,0.55
Nathan,Dupuis,Radical Cup North America,P4,Copeland Motorsports,2026,8,0.82,USA,1998/01/01,1686,0.66,0.68,0.60,0.63,0.65,0.66,0.63,0.66,0.66,0.65,0.70,0.64,0.66,0.65,0.60
Beltre,Curtis,Radical Cup North America,P4,Copeland Motorsports,2026,9,0.82,USA,1995/01/01,1684,0.65,0.65,0.61,0.62,0.64,0.63,0.62,0.63,0.63,0.62,0.70,0.61,0.63,0.62,0.62
Niko,Colby,Radical Cup North America,P4,Copeland Motorsports,2026,10,0.82,USA,2005/01/01,1682,0.65,0.65,0.60,0.62,0.64,0.63,0.62,0.63,0.63,0.62,0.70,0.61,0.63,0.62,0.54
Paityn,Feyen,Radical Cup North America,P4,Copeland Motorsports,2026,11,0.82,USA,2004/01/01,1680,0.65,0.65,0.60,0.62,0.64,0.63,0.62,0.63,0.63,0.62,0.70,0.61,0.63,0.62,0.60
Jenson,Sofronas,Radical Cup North America,P4,Copeland Motorsports / GMG Racing,2026,12,0.82,USA,2006/01/01,1678,0.65,0.67,0.60,0.62,0.64,0.63,0.62,0.65,0.63,0.62,0.70,0.63,0.63,0.62,0.65
Will,Robusto,Radical Cup North America,P4,RVA Graphics Motorsports by Speed Syndicate,2026,13,0.76,USA,2005/01/01,1676,0.65,0.67,0.61,0.62,0.64,0.63,0.62,0.63,0.63,0.62,0.70,0.61,0.63,0.62,0.65
Garrett,Manes,Radical Cup North America,P4,RVA Graphics Motorsports by Speed Syndicate,2026,14,0.76,USA,1995/01/01,1674,0.65,0.65,0.61,0.62,0.64,0.63,0.62,0.63,0.63,0.62,0.70,0.61,0.63,0.62,0.60
Max,Schweid,Radical Cup North America,P4,RVA Graphics Motorsports by Speed Syndicate,2026,15,0.76,USA,1998/01/01,1672,0.65,0.65,0.60,0.62,0.64,0.63,0.62,0.63,0.63,0.62,0.70,0.61,0.63,0.62,0.57
Zach,Hollingshead,Radical Cup North America,P4,Hollingshead Performance,2026,16,0.76,USA,1998/1/1,1670,0.65,0.65,0.60,0.62,0.64,0.63,0.62,0.63,0.63,0.62,0.70,0.61,0.63,0.62,0.54
Tom,Rudnai,Radical Cup North America,P4,Dream Machine @ Eagles Canyon,2026,17,0.76,USA,1975/01/01,1668,0.64,0.64,0.60,0.61,0.63,0.62,0.61,0.62,0.62,0.61,0.70,0.60,0.62,0.61,0.65
Jared,Odrick,Radical Cup North America,P4,Dream Machine @ Eagles Canyon,2026,18,0.76,USA,1987/12/31,1666,0.64,0.64,0.60,0.61,0.63,0.62,0.61,0.62,0.62,0.61,0.70,0.60,0.62,0.61,0.62
Jason,Kos,Radical Cup North America,P4,Dream Machine @ Eagles Canyon,2026,19,0.76,USA,1980/01/01,1664,0.64,0.64,0.60,0.61,0.63,0.62,0.61,0.62,0.62,0.61,0.70,0.60,0.62,0.61,0.52
Jeff,Curry,Radical Cup North America,P4,Dream Machine @ Eagles Canyon,2026,20,0.76,USA,1975/01/01,1662,0.64,0.64,0.60,0.61,0.63,0.62,0.61,0.62,0.62,0.61,0.70,0.60,0.62,0.61,0.64
Andrew,Gilleland,Radical Cup North America,P4,Dream Machine @ Eagles Canyon,2026,21,0.76,USA,1985/01/01,1660,0.64,0.64,0.60,0.61,0.63,0.62,0.61,0.62,0.62,0.61,0.70,0.60,0.62,0.61,0.57
Livio,Galanti,Radical Cup North America,P4,Dream Machine @ Eagles Canyon,2026,22,0.76,USA,1975/01/01,1658,0.64,0.64,0.60,0.61,0.63,0.62,0.61,0.62,0.62,0.61,0.70,0.60,0.62,0.61,0.52
Paul,Wilson,Radical Cup North America,P4,Dream Machine @ Eagles Canyon,2026,23,0.70,USA,1970/01/01,1656,0.64,0.64,0.60,0.61,0.63,0.62,0.61,0.62,0.62,0.61,0.70,0.60,0.62,0.61,0.59
Joseph,Maley,Radical Cup North America,P4,Eagles Canyon w/Fast Track,2026,24,0.70,USA,1985/01/01,1654,0.64,0.64,0.60,0.61,0.63,0.62,0.61,0.62,0.62,0.61,0.70,0.60,0.62,0.61,0.56
Michael,Edwards,Radical Cup North America,P4,Eagles Canyon w/Fast Track,2026,25,0.70,USA,1980/01/01,1652,0.63,0.63,0.60,0.60,0.62,0.61,0.60,0.61,0.61,0.60,0.70,0.60,0.61,0.60,0.63
Ava,Schletz,Radical Cup North America,P4,Eagles Canyon w/Fast Track,2026,26,0.70,USA,2005/01/01,1650,0.63,0.63,0.60,0.60,0.62,0.61,0.60,0.61,0.61,0.60,0.70,0.60,0.61,0.60,0.66
